language	glottocode	id_word	id_meaning	lemma	ipa	definition	morphology	annotator	pos	reference	meaning_ru	meaning	noun_class	dialect	examples
Khwarshi	khva1239	10191	15164	ХЪВИ́IХЪХЪВЕЛ	qχ-w-'i-ˁ-qχ-qχ-w-e-l	нареч. 1) неправильно 2) наизнанку		Jacob Lvovski	adverb	Dzhidalaev, Magomedova, Khalilov 2022	наизнанку	наизнанку			
Khwarshi	khva1239	10192	15165	ХЪВИI-ХЪВИIНА́	qχ-w-i-ˁ-qχ-w-i-ˁ-n-'a	(хъвиI-хъви́Iнше, хъвиI-хъвиIни́, хъвиI-хъвиIни́н, хъвиI-хъвиIнōй, хъви́I-хъвиIно) многокр. 1) толпиться; толкаться; гIадада хъвиI-хъвиIнобо! зря не толкайся! 2) тужиться; см. хъвиIна́	(хъвиI-хъви́Iнше, хъвиI-хъвиIни́, хъвиI-хъвиIни́н, хъвиI-хъвиIнōй, хъви́I-хъвиIно)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	толпиться	толпиться;			толкаться; гIадада хъвиI-хъвиIнобо! зря не толкайся!
Khwarshi	khva1239	10192	15166	ХЪВИI-ХЪВИIНА́	qχ-w-i-ˁ-qχ-w-i-ˁ-n-'a	(хъвиI-хъви́Iнше, хъвиI-хъвиIни́, хъвиI-хъвиIни́н, хъвиI-хъвиIнōй, хъви́I-хъвиIно) многокр. 1) толпиться; толкаться; гIадада хъвиI-хъвиIнобо! зря не толкайся! 2) тужиться; см. хъвиIна́	(хъвиI-хъви́Iнше, хъвиI-хъвиIни́, хъвиI-хъвиIни́н, хъвиI-хъвиIнōй, хъви́I-хъвиIно)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	тужиться	тужиться;			см. хъвиIна́
Khwarshi	khva1239	10193	15167	ХЪВИI-ХЪВИIНИ́КIНУ	qχ-w-i-ˁ-qχ-w-i-ˁ-n-'i-k’-n-u	многокр. масд. от гл. хъвиI-хъвиIнкIа́ 2. 1) отталкивание 2) потуги		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	отталкивание	1) отталкивание 2) потуги			
Khwarshi	khva1239	10193	15168	ХЪВИI-ХЪВИIНИ́КIНУ	qχ-w-i-ˁ-qχ-w-i-ˁ-n-'i-k’-n-u	многокр. масд. от гл. хъвиI-хъвиIнкIа́ 2. 1) отталкивание 2) потуги		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	отталкивание	отталкивание			
Khwarshi	khva1239	10193	15169	ХЪВИI-ХЪВИIНИ́КIНУ	qχ-w-i-ˁ-qχ-w-i-ˁ-n-'i-k’-n-u	многокр. масд. от гл. хъвиI-хъвиIнкIа́ 2. 1) отталкивание 2) потуги		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	потуги	потуги			
Khwarshi	khva1239	10194	15170	ХЪВИI-ХЪВИ́IННУ	qχ-w-i-ˁ-qχ-w-'i-ˁ-n-n-u	1. многокр. масд. от гл. хъвиІ-хъвиІна́ 2. 1) беспорядочное толкание; толкотня; базарыс хъвиI-хъвиIнну лēч на базаре бывает толкотня 2) потуги		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	потуги	многокр. масд. от гл. хъвиІ-хъвиІна́			
Khwarshi	khva1239	10194	15171	ХЪВИI-ХЪВИ́IННУ	qχ-w-i-ˁ-qχ-w-'i-ˁ-n-n-u	1. многокр. масд. от гл. хъвиІ-хъвиІна́ 2. 1) беспорядочное толкание; толкотня; базарыс хъвиI-хъвиIнну лēч на базаре бывает толкотня 2) потуги		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	толкание	беспорядочное толкание;			толкотня; базарыс хъвиI-хъвиIнну лēч на базаре бывает толкотня
Khwarshi	khva1239	10194	15172	ХЪВИI-ХЪВИ́IННУ	qχ-w-i-ˁ-qχ-w-'i-ˁ-n-n-u	1. многокр. масд. от гл. хъвиІ-хъвиІна́ 2. 1) беспорядочное толкание; толкотня; базарыс хъвиI-хъвиIнну лēч на базаре бывает толкотня 2) потуги		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	потуги	потуги			
Khwarshi	khva1239	10195	15173	ХЪВИI-ХЪВИIНКIА́	qχ-w-i-ˁ-qχ-w-i-ˁ-n-k’-'a	(хъвиI-хъвиIни́кI­ше, хъвиI-хъвиIнкIи́, хъвиI-хъвиIнкIи́н, хъвиI-хъвиIнōкI, хъвиI-хъви́IнкIо) многокр. 1) отталкивать, оттолкнуть кого-что-л.; машина хъвиI-хъвиIнкIа вынудить (попросить) толкать автомобиль 2) заставить тужиться	(хъвиI-хъвиIни́кI­ше, хъвиI-хъвиIнкIи́, хъвиI-хъвиIнкIи́н, хъвиI-хъвиIнōкI, хъвиI-хъви́IнкIо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	отталкивать	отталкивать, оттолкнуть кого-что-л.;			машина хъвиI-хъвиIнкIа вынудить (попросить) толкать автомобиль
Khwarshi	khva1239	10195	15174	ХЪВИI-ХЪВИIНКIА́	qχ-w-i-ˁ-qχ-w-i-ˁ-n-k’-'a	(хъвиI-хъвиIни́кI­ше, хъвиI-хъвиIнкIи́, хъвиI-хъвиIнкIи́н, хъвиI-хъвиIнōкI, хъвиI-хъви́IнкIо) многокр. 1) отталкивать, оттолкнуть кого-что-л.; машина хъвиI-хъвиIнкIа вынудить (попросить) толкать автомобиль 2) заставить тужиться	(хъвиI-хъвиIни́кI­ше, хъвиI-хъвиIнкIи́, хъвиI-хъвиIнкIи́н, хъвиI-хъвиIнōкI, хъвиI-хъви́IнкIо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	заставить тужиться	заставить тужиться			
Khwarshi	khva1239	10196	15175	ХЪВИI-ХЪВИIНИ́КIНУ	qχ-w-i-ˁ-qχ-w-i-ˁ-n-'i-k’-n-u	понуд. масд. от гл. хъвиI-хъвиIнкIа́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	заставление тужиться	понуд. масд. от гл. хъвиI-хъвиIнкIа́			
Khwarshi	khva1239	10197	15176	ХЪВИI-ХЪВИIНКIОХКIА́	qχ-w-i-ˁ-qχ-w-i-ˁ-n-k’-o-χ-k’-'a	(хъвиI-хъвиIн­кIоху́кIше, хъвиI-хъвиIнкIохкIи́, хъвиI-хъвиIнкIохкIу́н, хъвиI-хъвиIн­кIохкIōй, хъвиI-хъви́IнкIохкIо) многокр. понуд. II от гл. хъвиI-хъвиIнкIа́	(хъвиI-хъвиIн­кIоху́кIше, хъвиI-хъвиIнкIохкIи́, хъвиI-хъвиIнкIохкIу́н, хъвиI-хъвиIн­кIохкIōй, хъвиI-хъви́IнкIохкIо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	заставлять заставлять тужиться	многокр. понуд. II от гл. хъвиI-хъвиIнкIа́	I		
Khwarshi	khva1239	10198	15177	ХЪВИI-ХЪВИIНКIОХУ́КIНУ	qχ-w-i-ˁ-qχ-w-i-ˁ-n-k’-o-χ-'u-k’-n-u	многокр. понуд. масд. от гл. хъвиI-хъвиIнкIохкIа́		Jacob Lvovski	masdar	Dzhidalaev, Magomedova, Khalilov 2022	заставление заставления тужиться	многокр. понуд. масд. от гл. хъвиI-хъвиIнкIохкIа́			
Khwarshi	khva1239	10199	15178	ХЪЕД	qχ-e-d	IV (-и́) худоба, худосочность (исхудалость до изнеможения) скота; хъедхъо мекькьу быкькъу исхудалая (еле-еле на ногах) овца ♦ хъедыс лIиб голод (кризис) (букв. исхудалый год); хъедхъо некьа сильно истощиться (букв. на истощение пойти); см. кваччулъар	IV (-и́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	худоба	худоба, худосочность (исхудалость до изнеможения) скота;	IV		хъедхъо мекькьу быкькъу исхудалая (еле-еле на ногах) овца ♦ хъедыс лIиб голод (кризис) (букв. исхудалый год); хъедхъо некьа сильно истощиться (букв. на истощение пойти); см. кваччулъар
Khwarshi	khva1239	10200	15179	ХЪЕЛО	qχ-e-l-o	нареч. неправильно; неверно; ошибочно; хъело мекьа  ошибаться (букв. идти неправильно); ме мисал хъе­ло бӣ ты решил пример неправильно (неверно); дубо пикру хъело голи твоё мнение ошибочно, неверно (есть); кад хъело йеᵸкьи дочь ошиблась (в жизни) (букв. дочь неправильно пошла); гъо­нолъ хъело мекьын в лесу пошли по неправильному пути; хъело кула умышленно кого-то сбить с правильного пути (букв. криво бросить)		Jacob Lvovski	adverb	Dzhidalaev, Magomedova, Khalilov 2022	неправильно	нареч. неправильно;			неверно; ошибочно; хъело мекьа  ошибаться (букв. идти неправильно); ме мисал хъе­ло бӣ ты решил пример неправильно (неверно); дубо пикру хъело голи твоё мнение ошибочно, неверно (есть); кад хъело йеᵸкьи дочь ошиблась (в жизни) (букв. дочь неправильно пошла); гъо­нолъ хъело мекьын в лесу пошли по неправильному пути; хъело кула умышленно кого-то сбить с правильного пути (букв. криво бросить)
Khwarshi	khva1239	10201	15180	ХЪЕЛО́СО	qχ-e-l-'o-s-o	неправильный; неверный; хъелосо пикру неправильное мнение; неправильная мысль; хъелосо мачибо битIтIел лулIха надевать обувь правильно; хъелосо гьадам битIтIел булIха направить на правильный путь ошибавшихся людей		Jacob Lvovski		Dzhidalaev, Magomedova, Khalilov 2022	неправильный	неправильный;			неверный; хъелосо пикру неправильное мнение; неправильная мысль; хъелосо мачибо битIтIел лулIха надевать обувь правильно; хъелосо гьадам битIтIел булIха направить на правильный путь ошибавшихся людей
Khwarshi	khva1239	10202	15181	ХЪЕ́М/А	qχ-'e-m-a	IV (-а́, -ба, -за́) хварш. дождь; хухудареге хъема ливень; см. гъодо (инх.)	IV (-а́, -ба, -за́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	дождь	хварш. дождь;	IV	инхокваринский,хваршинский	хухудареге хъема ливень; см. гъодо (инх.)
Khwarshi	khva1239	10203	15182	ХЪЕМА́ХУ	qχ-e-m-'a-χ-u	(мн. -тIа) дождливый; хъемаху зебу дождливый день	(мн. -тIа)	Jacob Lvovski	adjective	Dzhidalaev, Magomedova, Khalilov 2022	дождливый	дождливый;			хъемаху зебу дождливый день
Khwarshi	khva1239	10204	15183	ХЪЕС-ХЪЕС	qχ-e-s-qχ-e-s	межд. чок-чок (возглас, употребляемый при подзыве осла)		Jacob Lvovski	intj	Dzhidalaev, Magomedova, Khalilov 2022	чок-чок	межд. чок-чок (возглас, употребляемый при подзыве осла)			
Khwarshi	khva1239	10205	15184	ХЪЕ́Ч/Е	qχ-'e-tʃʰ-e	IV (-е́, -е́бо, -еза́) с-х. урожай; зерновые культуры; логу хъече хороший урожай; хъече гъегъелIа ритмично перемещать деревянной лопатой при очистке зерна (то влево, то вправо с целью поднятия наверх не намолоченных колоском и шелухи); гъобокьол лотIкъа­лIа хъече лōхобо  погов. когда дошел до помола, не порти урожай	IV (-е́, -е́бо, -еза́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	урожай	с-х. урожай;	IV		зерновые культуры; логу хъече хороший урожай; хъече гъегъелIа ритмично перемещать деревянной лопатой при очистке зерна (то влево, то вправо с целью поднятия наверх не намолоченных колоском и шелухи); гъобокьол лотIкъа­лIа хъече лōхобо  погов. когда дошел до помола, не порти урожай
Khwarshi	khva1239	10206	15185	ХЪЕЧIИЛЪА́	qχ-e-tʃʼ-i-ɬ-'a	(хъечIи́лълъе, хъечIилъи́, хъечIилъи́н, хъечIилъōй, хъе́чIилъо) 1) истощаться (о почве); чIидо хъечIилъин почва истощилась 2) грубеть (о коже); хIалтIиднуз лыкьаба хъечIилъин руки от (грубой) работы огрубели 3) перен. крепчать; усилиться (о сухом морозе); луцIо хъе­чIилъин мороз усилился 4) перен. ожесточаться; йу гъиIнахъал хъе­чIилъин он ожесточился к жене; ср. хварш. хъечIлъа	(хъечIи́лълъе, хъечIилъи́, хъечIилъи́н, хъечIилъōй, хъе́чIилъо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	истощаться	истощаться (о почве);			чIидо хъечIилъин почва истощилась
Khwarshi	khva1239	10206	15186	ХЪЕЧIИЛЪА́	qχ-e-tʃʼ-i-ɬ-'a	(хъечIи́лълъе, хъечIилъи́, хъечIилъи́н, хъечIилъōй, хъе́чIилъо) 1) истощаться (о почве); чIидо хъечIилъин почва истощилась 2) грубеть (о коже); хIалтIиднуз лыкьаба хъечIилъин руки от (грубой) работы огрубели 3) перен. крепчать; усилиться (о сухом морозе); луцIо хъе­чIилъин мороз усилился 4) перен. ожесточаться; йу гъиIнахъал хъе­чIилъин он ожесточился к жене; ср. хварш. хъечIлъа	(хъечIи́лълъе, хъечIилъи́, хъечIилъи́н, хъечIилъōй, хъе́чIилъо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	грубеть	грубеть (о коже);			хIалтIиднуз лыкьаба хъечIилъин руки от (грубой) работы огрубели
Khwarshi	khva1239	10206	15187	ХЪЕЧIИЛЪА́	qχ-e-tʃʼ-i-ɬ-'a	(хъечIи́лълъе, хъечIилъи́, хъечIилъи́н, хъечIилъōй, хъе́чIилъо) 1) истощаться (о почве); чIидо хъечIилъин почва истощилась 2) грубеть (о коже); хIалтIиднуз лыкьаба хъечIилъин руки от (грубой) работы огрубели 3) перен. крепчать; усилиться (о сухом морозе); луцIо хъе­чIилъин мороз усилился 4) перен. ожесточаться; йу гъиIнахъал хъе­чIилъин он ожесточился к жене; ср. хварш. хъечIлъа	(хъечIи́лълъе, хъечIилъи́, хъечIилъи́н, хъечIилъōй, хъе́чIилъо)	Jacob Lvovski	verb	Dzhidalaev, Magomedova, Khalilov 2022	крепчать	перен. крепчать;			усилиться (о сухом морозе); луцIо хъе­чIилъин мороз усилился
